rowid,uni_name,major,degree,season,decision,decision_method,decision_date,decision_timestamp,ugrad_gpa,gre_verbal,gre_quant,gre_writing,is_new_gre,gre_subject,status,post_data,post_timestamp,comments
515,Georgia State University (GSU),CS,PhD,F15,Rejected,E-mail,4-Jul-15,1428379200,3.28,148,157,3.5,TRUE,,International,24-04-2015,1429848000,Expected :(
517,George Mason University (GMU),CS,PhD,F15,Rejected,E-mail,20-02-2015,1424408400,3.28,148,157,3.5,TRUE,,International,24-04-2015,1429848000,"IELTS:7.0, Contacted a professor but applied very late :("
518,North Dakota State University,CS,PhD,F15,Accepted,E-mail,16-04-2015,1429156800,3.28,147,158,3,TRUE,,International,24-04-2015,1429848000,"TOEFL:89, Applied for PhD, got accepted in Masters, They said ""No financial aid is available at this time"" :("
519,Washington State University (WSU),ECE,PhD,F15,Accepted,E-mail,18-03-2015,1426651200,3.28,148,157,3.5,TRUE,,International,24-04-2015,1429848000,"IELTS:7.0, Applied for PhD, got accepted in Non-thesis Masters, they said they will considered me for PhD program with RA after 1-2 semester :("
520,SUNY Buffalo,CS,PhD,F15,Accepted,E-mail,3-Jul-15,1425704400,3,160,162,3.5,TRUE,,International,24-04-2015,1429848000,No funding.
524,"University Of Florida, Gainesville (UFL)",CS,MS,F15,Accepted,E-mail,23-04-2015,1429761600,3.15,157,165,4.5,TRUE,,International,24-04-2015,1429848000,"No papers. I am offered a partial tuition fee waiver under ""Achievement award scholarship"". I have rejected it."
533,North Dakota State University,CS,PhD,F15,Rejected,Postal Service,23-04-2015,1429761600,3.52,147,167,3,TRUE,,International,24-04-2015,1429848000,TOEFL:86(Speaking: 18). Applied for PhD. But got admission for M.S. with no funding. Professor mentioned that TOEFL Speaking score is too low for any kind of assistant-ship.
540,New York University (NYU),CS,MS,F15,Accepted,E-mail,27-03-2015,1427428800,3.4,150,167,4,TRUE,,International,23-04-2015,1429761600,
549,"University Of California, Irvine (UCI)",CS,MS,F15,Rejected,Website,23-04-2015,1429761600,3.6,158,163,4,TRUE,,International,23-04-2015,1429761600,
552,"University Of Nevada, Reno",CS,PhD,F15,Accepted,E-mail,4-Sep-15,1428552000,2.96,152,167,3.5,TRUE,,International,23-04-2015,1429761600,"2 journal papers. 7 conference papers. 

Tuition waiver + insurance + $16500 TA"
553,Oklahoma State University,CS,PhD,F15,Accepted,E-mail,4-Sep-15,1428552000,2.96,152,167,3.5,TRUE,,International,23-04-2015,1429761600,"3 journal papers. 7 conference papers.

Tuition waiver + Insurance + $12300 TA + $5000 Top Tier Scholarship"
554,University Of North Texas,CS,PhD,F15,Accepted,E-mail,23-12-2014,1419310800,2.96,152,167,3.5,TRUE,,International,23-04-2015,1429761600,"2 journal papers. 7 conference papers.

Tuition waiver up to 6 credits per semester + Insurance + $14500 TA"
555,Utah State University,CS,PhD,F15,Accepted,E-mail,21-02-2015,1424494800,2.96,152,167,3.5,TRUE,,International,23-04-2015,1429761600,"2 journal papers. 7 conference papers. 

Tuition waiver + Insurance + $9300 TA"
556,"Ohio University, Athens",ECE,PhD,F15,Accepted,E-mail,3-Oct-15,1425960000,2.96,152,167,3.5,TRUE,,International,23-04-2015,1429761600,2 journal papers. 7 conference papers. No funds!
557,George Mason University (GMU),CS,PhD,F15,Rejected,E-mail,20-02-2015,1424408400,2.96,152,167,3.5,TRUE,,International,23-04-2015,1429761600,2 journal papers. 7 conference papers.
558,University Of South Florida (USF),CS,PhD,F15,Rejected,E-mail,24-02-2015,1424754000,2.96,152,167,3.5,TRUE,,International,23-04-2015,1429761600,2 journal papers. 7 conference papers.
559,Colorado State University (CSU),CS,PhD,F15,Rejected,E-mail,4-Jul-15,1428379200,2.96,152,167,3.5,TRUE,,International,23-04-2015,1429761600,2 journal papers. 7 conference papers.
560,University Of Manitoba,CS,PhD,F15,Rejected,E-mail,28-03-2015,1427515200,2.96,152,167,3.5,TRUE,,International,23-04-2015,1429761600,"A professor agreed to supervise me, but I got rejected!"
563,Arizona State University (ASU),CS,MS,F15,Rejected,E-mail,23-04-2015,1429761600,3.45,150,166,3.5,TRUE,,International,23-04-2015,1429761600,"I feel that they did wait list me, but since I'm from an ECE background they could not offer me any other campus (such as ASU Poly for Software Engg) and had to reject me if they couldn't find a seat for me!...."
584,"University Of Washington, Seattle (UW)",ECE,MS,F15,Accepted,E-mail,14-04-2015,1428984000,3.76,162,163,5,TRUE,,International,22-04-2015,1429675200,"Also accepted at RPI. From LUMS, Pakistan"
585,Rensselaer Polytechnic Institute (RPI),ECE,PhD,F15,Accepted,E-mail,20-04-2015,1429502400,3.76,162,163,5,TRUE,,International,22-04-2015,1429675200,"TAship Offer. From LUMS, Pakistan."
586,"University Of Colorado, Boulder",ECE,PhD,F15,Accepted,E-mail,4-Jun-15,1428292800,3.89,158,168,4,TRUE,,International,22-04-2015,1429675200,"Declined. Accepted at a better school. 

From LUMS, Pakistan."
587,Rensselaer Polytechnic Institute (RPI),ECE,PhD,F15,Accepted,E-mail,26-03-2015,1427342400,3.89,158,168,4,TRUE,,International,22-04-2015,1429675200,"TAship offer. Declined on 3-April. Accepted at a better school.

From LUMS, Pakistan."
606,"University Of California, Santa Barbara (UCSB)",ECE,MS,F15,Accepted,E-mail,21-04-2015,1429588800,3.85,157,167,4,TRUE,,International,21-04-2015,1429588800,Computer Engineering Track
618,Columbia University,CS,MS,F15,Accepted,E-mail,21-04-2015,1429588800,3.6,154,170,3.5,TRUE,,International,21-04-2015,1429588800,I hope this is genuine. CMU played with my emotions once and I don't want to go through all that again.
620,"University Of California, Santa Barbara (UCSB)",ECE,MS,F15,Accepted,E-mail,21-04-2015,1429588800,3.35,157,170,4,TRUE,,International,21-04-2015,1429588800,Most likely won't be accepting. Admit from UCSD as well.
626,Columbia University,CS,MS,F15,Accepted,E-mail,21-04-2015,1429588800,3.6,158,163,4,TRUE,,International,21-04-2015,1429588800,
627,"University Of California, Irvine (UCI)",CS,MS,F15,Rejected,Website,21-04-2015,1429588800,3.8,154,164,3.5,TRUE,,International,21-04-2015,1429588800,"Mailed them on April 19th, portal updated on April 20 with denied status"
628,Columbia University,CS,MS,F15,Accepted,E-mail,21-04-2015,1429588800,3.8,155,170,3.5,TRUE,,International,21-04-2015,1429588800,Ivy League Admit. Will reject USC now.
630,"University Of California, Santa Barbara (UCSB)",ECE,PhD,F15,Rejected,E-mail,20-04-2015,1429502400,3.8,157,168,4,TRUE,,International with US Degree,20-04-2015,1429502400,Computer Engineering
631,Northeastern University,CS,MS,F15,Accepted,E-mail,4-Jul-15,1428379200,3.3,154,156,4,TRUE,,International,20-04-2015,1429502400,
633,"Indiana University, Bloomington",CS,MS,F15,Accepted,E-mail,3-Jul-15,1425704400,3.3,154,156,4,TRUE,,International,20-04-2015,1429502400,
643,"University Of Michigan, Ann Arbor (UMich)",CS,MS,F15,Accepted,E-mail,17-04-2015,1429243200,3.69,167,164,5,TRUE,,American,20-04-2015,1429502400,"Two internships, no research experience.  It was a late acceptance, so it appears I was on a waitlist."
647,University Of Virginia (UVA),ECE,PhD,F15,Rejected,Website,20-04-2015,1429502400,3.45,143,164,3,TRUE,,International,20-04-2015,1429502400,7 papers
652,"University Of Michigan, Ann Arbor (UMich)",CS,MS,F15,Rejected,E-mail,15-04-2015,1429070400,3.83,161,160,5,TRUE,,American,19-04-2015,1429416000,took forever to hear. Already had excepted another offer.
654,Arizona State University (ASU),CS,PhD,F15,Accepted,E-mail,20-02-2015,1424408400,3.4,158,163,4,TRUE,,International,19-04-2015,1429416000,With TA and RA. Expected better admits. Anyway going to this school as I have no better options !!!
655,"Indian Institute Of Technology, Mandi (IIT Mandi)",ECE,MS,F15,Accepted,E-mail,19-04-2015,1429416000,3.17,151,165,4,TRUE,,International,19-04-2015,1429416000,I have good work experiance and recodmendation from a very qualified professor.
658,University Of Southern California (USC),CS,MS,F15,Accepted,E-mail,19-04-2015,1429416000,3.32,162,153,4,TRUE,,American,19-04-2015,1429416000,"I found out via e-mail to check the USC website. I have an undergrad in mathematics and a Masters in information systems (3.83 GPA). I have worked in the industry for 2 years and have had teaching experience at a university. FYI, if you applied to the online program, note that the application deadline has been extended to June, so that is why you may not hear back. It would help to call the admission office if that is the case and you want to find out about your application faster."
663,"University Of Florida, Gainesville (UFL)",CS,MS,F15,Rejected,E-mail,16-04-2015,1429156800,3.7,154,163,3.5,TRUE,,International,19-04-2015,1429416000,"Was one of my safe, another one gone without an admit"
666,Brown University,CS,MS,F15,Accepted,E-mail,27-02-2015,1425013200,3.4,155,165,4,TRUE,,International,19-04-2015,1429416000,"My last post seems to have been deleted. Posting again with more details.



I cannot find any way to connect to folks who have got admits to Brown CS, so I have created a form at goo.gl/forms/NDwpLdA2jZ to join Facebook/WhatsApp groups (currently non-existent, I need at least one member other than me to create a FB group).



Please fill the form if you would like to connect."
668,University Of Delaware,ECE,PhD,F15,Rejected,E-mail,15-04-2015,1429070400,3.71,156,168,3.5,TRUE,,International,18-04-2015,1429329600,"A professor told me to inform him after applying. But after applying I emailed him 3 times, got no reply."
678,Portland State University,ECE,MS,F15,Rejected,E-mail,16-04-2015,1429156800,3.4,151,168,3,TRUE,,International,18-04-2015,1429329600,"Rejected from my safest bet, Reason : Quota Full"
679,"University Of California, Irvine (UCI)",CS,MS,F15,Rejected,Website,18-04-2015,1429329600,3.94,151,161,4,TRUE,,International,18-04-2015,1429329600,At last after 5 months. Expected. I guess no more admits.
680,Pennsylvania State University (Penn State),CS,PhD,F15,Rejected,E-mail,18-04-2015,1429329600,3.91,163,160,5,TRUE,,International with US Degree,18-04-2015,1429329600,"Low Quant score.. Really wanted to go there because of research fit :(

Going to University of Maryland, College Park for PhD in CS"
683,University Of Alberta,CS,MS,F15,Rejected,E-mail,16-04-2015,1429156800,3.93,160,165,3.5,TRUE,,American,17-04-2015,1429243200,
704,Cornell University,CS,MS,F15,Rejected,E-mail,4-Jul-15,1428379200,3.25,156,169,3.5,TRUE,,International,17-04-2015,1429243200,Should have applied for MEng instead of MS.
706,University Of Rochester,CS,PhD,F15,Rejected,E-mail,16-04-2015,1429156800,3.14,145,165,3,TRUE,,International,17-04-2015,1429243200,TOEFL iBT: 105
710,"Texas A&M University, College Station (TAMU)",CS,MS,F15,Rejected,Website,17-04-2015,1429243200,3.7,151,162,4,TRUE,,International,17-04-2015,1429243200,
711,"Texas A&M University, College Station (TAMU)",CS,MS,F15,Rejected,Website,17-04-2015,1429243200,3.48,158,168,4,TRUE,,International,17-04-2015,1429243200,Updated on the Apply2 Portal Deny
712,"University Of California, Irvine (UCI)",CS,MS,F15,Rejected,Website,17-04-2015,1429243200,3.48,158,168,4,TRUE,,International,17-04-2015,1429243200,GATS tracker opens up directly to reject letter. :/
713,"Texas A&M University, College Station (TAMU)",CS,MS,F15,Rejected,Website,17-04-2015,1429243200,3.62,150,161,3,TRUE,,Other,17-04-2015,1429243200,Rejected on CSE portal
716,"Texas A&M University, College Station (TAMU)",CS,MS,F15,Rejected,Website,17-04-2015,1429243200,3.5,155,165,4,TRUE,,International,17-04-2015,1429243200,"165/155 , awa 4, 75% jntu

back to back rejects started with UCI"
720,"Texas A&M University, College Station (TAMU)",CS,MS,F15,Rejected,Website,17-04-2015,1429243200,3.45,150,166,3.5,TRUE,,International,17-04-2015,1429243200,
721,University Of Alberta,CS,MS,F15,Rejected,E-mail,16-04-2015,1429156800,3.52,147,167,3,TRUE,,International,17-04-2015,1429243200,"TOEFL score 86(R:25,L:22,S:18,W:21). Got rejected today. No specific reason is specified."
722,"University Of California, Santa Barbara (UCSB)",ECE,MS,F15,Rejected,E-mail,17-04-2015,1429243200,3.38,142,164,3,TRUE,,International,17-04-2015,1429243200,Disappointed for the time they took to take this decision
731,Virginia Tech,ECE,MS,F15,Accepted,E-mail,4-Aug-15,1428465600,3.6,160,166,5,TRUE,,International,16-04-2015,1429156800,got accepted for M eng.
741,"University Of Florida, Gainesville (UFL)",CS,MS,F15,Rejected,E-mail,16-04-2015,1429156800,3.2,153,161,3.5,TRUE,,International,16-04-2015,1429156800,"UFL was ambitious for my profile, but was really hoping for an admit"
744,"University Of Florida, Gainesville (UFL)",CS,MS,F15,Rejected,E-mail,16-04-2015,1429156800,3.7,151,162,4,TRUE,,International,16-04-2015,1429156800,
753,"University Of California, Irvine (UCI)",CS,MS,F15,Rejected,Website,16-04-2015,1429156800,3.77,155,167,4,TRUE,,International,16-04-2015,1429156800,Just randomly went on to check the portal. The page directly opens up to a reject letter.
759,Johns Hopkins University (JHU),CS,PhD,F15,Rejected,E-mail,15-04-2015,1429070400,3.6,144,170,3,TRUE,,International,16-04-2015,1429156800,After a nice interview. :( Did not anticipate that. :( So disappointed :(.
764,Purdue University,CS,MS,F15,Accepted,E-mail,15-04-2015,1429070400,3.5,145,160,4,TRUE,,American,16-04-2015,1429156800,Thank god. I am so happy. Thought for sure I was rejected. :)
769,"University Of Michigan, Ann Arbor (UMich)",CS,MS,F15,Rejected,E-mail,16-04-2015,1429156800,3.5,150,170,3,TRUE,,International,16-04-2015,1429156800,It took them till April 15th to inform me. Well played UMich.
777,Johns Hopkins University (JHU),CS,PhD,F15,Rejected,E-mail,16-04-2015,1429156800,4,159,161,4,TRUE,,International with US Degree,16-04-2015,1429156800,
782,"University Of California, Los Angeles (UCLA)",CS,PhD,F15,Accepted,E-mail,15-04-2015,1429070400,3.76,169,164,6,TRUE,,American,15-04-2015,1429070400,"admission with TAship for two years covering all tuition, fees, and offering 20K stipend."
789,Purdue University,CS,MS,F15,Rejected,Website,15-04-2015,1429070400,3.74,154,167,3.5,TRUE,,International,15-04-2015,1429070400,It was my dream college :/ made us wait till the end. Not funny Purdue.
792,"Indiana University, Bloomington",CS,MS,F15,Rejected,E-mail,15-04-2015,1429070400,3.03,144,161,2.5,TRUE,,International,15-04-2015,1429070400,After long wait and lots of hope to get admission. So I think I should go to UCF. I wish good luck for other
799,Johns Hopkins University (JHU),CS,PhD,F15,Rejected,E-mail,15-04-2015,1429070400,3.68,153,162,,TRUE,,International,15-04-2015,1429070400,
801,University Of Waterloo,CS,MS,F15,Rejected,E-mail,15-04-2015,1429070400,3.8,155,166,4,TRUE,,International,15-04-2015,1429070400,"Had a positive response from POI back in November. No idea what went wrong. Have admits from UCLA, CMU, UCSD, Toronto."
813,"University Of California, San Diego (UCSD)",CS,MS,F15,Rejected,E-mail,15-04-2015,1429070400,3.74,161,163,,TRUE,,International,15-04-2015,1429070400,What took them so long? Finally all the decisions are out...phew. Off to UPenn.
815,"University Of California, San Diego (UCSD)",CS,MS,F15,Rejected,E-mail,15-04-2015,1429070400,3.3,161,158,4.5,TRUE,,American,15-04-2015,1429070400,Undergrad in animation; 1.5 years after graduating spent taking CS courses; CS GPA 3.8. Will be attending UCLA.
818,University Of British Columbia (UBC),CS,MS,F15,Rejected,E-mail,14-04-2015,1428984000,3.9,151,170,4,TRUE,,International,15-04-2015,1429070400,
820,"University Of California, San Diego (UCSD)",CS,PhD,F15,Rejected,E-mail,15-04-2015,1429070400,3.96,154,170,4,TRUE,,International,15-04-2015,1429070400,"Finally! :| Accepted UCSD ECE.

From Sharif."
821,"University Of California, San Diego (UCSD)",CS,MS,F15,Rejected,E-mail,15-04-2015,1429070400,3.5,150,170,3,TRUE,,International,15-04-2015,1429070400,It took them till April 15 to reject me. Well played.
823,"University Of California, San Diego (UCSD)",CS,MS,F15,Rejected,E-mail,15-04-2015,1429070400,3.5,150,170,3,TRUE,,International,15-04-2015,1429070400,It took them till April 15 to reject me. Well played.
825,"University Of California, San Diego (UCSD)",CS,PhD,F15,Rejected,E-mail,15-04-2015,1429070400,3.65,159,165,3.5,TRUE,,International,15-04-2015,1429070400,MS GPA: 4/4.0
836,University Of British Columbia (UBC),CS,MS,F15,Rejected,Other,13-04-2015,1428897600,3.5,154,163,3.5,TRUE,,International,15-04-2015,1429070400,"Thanks to the post below. Same in my case, notification email in Spam. No update on the portal. Alas Reject ! :("
837,University Of British Columbia (UBC),CS,PhD,F15,Rejected,E-mail,13-04-2015,1428897600,3.75,164,170,4.5,TRUE,,International,15-04-2015,1429070400,"The email was in spam folder. 

The status did not change in the online system. It is still blank."
